Date,Season,Station,YSI_Temp,YSI_Salinity,YSI_DO,YSI_pH,POC,NOx,NH4,PO4,TotalChla,Distance
1999-04-14,Spring,50.0,17.91,0.1,8.57,8.08,668.2,306.8164,85.558384,38.85935,3.442560935,19.321117
1999-04-14,Spring,60.0,17.54,2.0,10.19,8.14,3193.75,32.78148,3.483827,2.115361,18.49419146,26.287529
1999-04-14,Spring,70.0,17.47,2.2,10.1,8.23,2756.9,18.326,2.507513,1.113659,16.48219349,27.707521
1999-04-14,Spring,100.0,16.93,6.0,10.24,8.22,2344.1,158.98,4.7693705,8.124701,11.22103572,36.56346
1999-04-14,Spring,120.0,16.77,5.5,10.32,7.65,2717.8,115.9515,5.9609985,4.783451,10.84189696,42.875336
1999-04-14,Spring,140.0,17.37,8.4,9.91,8.013076882484631,2951.75,96.82749999999999,4.8478905,8.693928,15.67676418,50.378166
1999-04-14,Spring,160.0,17.37,11.3,8.8,7.916153791867771,1375.2,0.247842,6.065392,19.47659,7.441341223,58.992
1999-04-01,Spring,180.0,15.664264643800026,12.25379080217648,9.703284245098338,7.950473815007927,1186.0718954248364,6.2414814814814825,12.069840084967318,5.277006383141764,5.5279487052605845,72.92814
1999-05-10,Spring,0.0,22.98,0.0,7.6,7.67,425.05,381.84,16.92,36.84,4.13673361,0.0
1999-05-10,Spring,20.0,23.14,0.1,6.41,6.96,407.6,573.77,93.53,47.8,0.7019731724,8.672616
1999-05-10,Spring,30.0,25.52,0.1,8.1,7.46,697.0,595.48,49.04,38.22,5.218931261,14.701952
1999-05-10,Spring,50.0,23.97,0.3,10.12,7.99,1220.4,344.67,9.98,18.54,12.8505593,19.321117
1999-05-10,Spring,60.0,24.34,1.0,10.85,8.31,2984.95,251.41448925000003,9.77,17.798042170731705,13.67941264,26.287529
1999-05-10,Spring,70.0,23.74,1.8,11.53,8.27,2709.8,130.51,8.86,5.14,13.45850287,27.707521
1999-05-10,Spring,100.0,22.69,5.2,10.41,8.1,3754.6,140.74026666666668,9.8,10.89,11.67359444,36.56346
1999-05-10,Spring,120.0,22.25,7.0,9.64,7.95,3169.9,116.34790000000001,13.07,8.902283290598293,1.114660362,42.875336
1999-05-10,Spring,140.0,21.73,9.7,8.79,8.3,2362.9,47.693749999999994,13.5,7.3991691025641035,4.855384896,50.378166
1999-05-10,Spring,160.0,20.73,11.2,8.59,8.25,1577.0,18.916,12.02,6.870249683760682,3.308400637,58.992
1999-05-01,Spring,180.0,20.30833311716715,13.652777682410344,8.254444376627605,7.776111044353909,1230.6564814814815,1.3802777777777777,19.21640266666667,6.572601329282408,7.08626721425748,72.92814
1999-06-07,Summer,0.0,28.58,0.1,8.07,7.75,922.7,528.09,15.6,19.9,9.140183272,0.0
1999-06-07,Summer,20.0,27.69,0.1,6.48,8.35,481.75,492.03269986842105,47.0,44.29,4.15271175,8.672616
1999-06-07,Summer,30.0,28.5,1.3,11.81,9.05,2201.2,72.23,2.37,4.4,28.14943482,14.701952
1999-06-07,Summer,50.0,27.88,2.7,10.14,8.91,1831.7,281.64602433333334,1.4,3.82,14.42902208,19.321117
1999-06-07,Summer,60.0,27.94,4.9,8.67,8.19,1606.8,184.534125,3.2,6.97,10.472965,26.287529
1999-06-07,Summer,70.0,28.78,5.7,8.72,8.18,1653.5,167.3782266,24.018927428571423,13.86,11.34990756,27.707521
1999-06-07,Summer,100.0,26.73,10.1,8.23,7.9,1250.1,75.76333333333334,6.0,14.92,7.823636707,36.56346
1999-06-07,Summer,120.0,26.35,11.8,8.02,7.86,2114.35,48.039699999999996,6.83,19.82,16.92293735,42.875336
1999-06-07,Summer,140.0,26.59,12.9,7.05,7.79,1434.8,12.81,7.99,19.38,8.23937575,50.378166
1999-06-07,Summer,160.0,26.25,13.6,7.5,8.03,1343.4,2.911,7.77,32.66,6.688743551,58.992
1999-06-01,Summer,180.0,25.668420904059154,14.726315763373126,7.744736816004704,7.804210523304188,1417.415789473684,4.323007518796992,16.46333068421053,9.024577893233083,7.3476458559367535,72.92814
1999-07-06,Summer,0.0,31.26,0.1,7.22,7.51,779.9,492.63,17.69,37.31,4.720524254,0.0
1999-07-06,Summer,20.0,30.46,0.2,7.94,7.8,943.6910256410256,547.46,29.07,52.33,9.126183119,8.672616
1999-07-06,Summer,30.0,29.61,1.1,8.72,8.58,1952.8,38.58,22.35,16.71,23.44638168,14.701952
1999-07-06,Summer,50.0,30.14,3.2,8.05,8.46,1718.6,152.52602291304348,7.05,6.63,9.623946204,19.321117
1999-07-06,Summer,60.0,29.16,6.9,7.97,8.22,1958.5,109.72520049999999,10.61,11.69,12.00539521,26.287529
1999-07-06,Summer,70.0,28.55,8.5,7.8,8.13,2549.65,121.3425,10.41,14.48,15.99388022,27.707521
1999-07-06,Summer,100.0,29.21,10.4,7.68,8.18,1754.95,41.96666666666666,10.78,55.846920075000014,13.67170018,36.56346
1999-07-06,Summer,120.0,28.96,11.6,7.35,8.06,1533.25,6.812133875000001,12.38,52.818429525,7.543381285,42.875336
1999-07-06,Summer,140.0,29.22,14.6,7.36,8.15,1463.15,1.5190822,13.59,43.146721250000006,10.09908557,50.378166
1999-07-06,Summer,160.0,28.43,15.6,6.83,7.99,1461.5,1.6740272,15.57,35.01398932500001,9.467195248,58.992
1999-07-01,Summer,180.0,27.53631567302503,16.535263039438348,7.4047368129931,8.053157836512517,1500.771052631579,1.9691570421052622,15.018148055727552,21.011325052631577,9.811773988392838,72.92814
1999-08-02,Summer,0.0,32.46,0.1,5.67,7.47,629.25,363.96484857142855,28.71,50.16,6.246661001,0.0
1999-08-02,Summer,20.0,31.0,3.7,5.79,7.46,1139.15,313.29345109302324,24.0,73.41,10.46168423,8.672616
1999-08-02,Summer,30.0,30.73,4.9,8.02,7.95,2642.05,0.58,13.71,73.04,32.44757675,14.701952
1999-08-02,Summer,50.0,30.92,6.9,7.71,8.32,2179.3,172.62145424137933,13.46,79.14,14.89519563,19.321117
1999-08-02,Summer,60.0,31.29,10.9,7.2,8.35,2528.35,156.7796149375,18.85,76.39,14.43719642,26.287529
1999-08-02,Summer,70.0,30.91,12.1,6.09,8.12,2062.7,141.44597575,16.36,83.26,14.41408773,27.707521
1999-08-02,Summer,100.0,30.05,13.8,5.52,7.99,1906.35,81.1002,20.64,65.27,12.09953216,36.56346
1999-08-02,Summer,120.0,30.15,13.4,6.25,8.0,1339.75,13.70311111111111,19.17,47.3,7.243517712,42.875336
1999-08-02,Summer,140.0,30.54,15.1,6.65,8.1,2065.3,0.892,20.39,37.84,10.46051353,50.378166
1999-08-02,Summer,160.0,30.62,16.4,7.54,7.96,4870.0,0.8885000000000001,24.98,34.55,27.47511389,58.992
1999-08-01,Summer,180.0,27.848092018027053,17.983504486671613,7.157184188315742,8.052105253972504,2168.8459563543006,0.8936842105263156,15.455815589473685,44.8685181758665,11.899346823068583,72.92814
1999-09-13,Fall,0.0,23.31,0.0,3.96,6.51,842.2,134.68156449999998,47.2125565,43.686844,0.225610512,0.0
1999-09-13,Fall,20.0,23.25,0.0,3.48,6.79,1051.45,137.2425,52.20734,52.2019555,0.4218997373,8.672616
1999-09-01,Fall,30.0,22.75,7.2,7.41,7.6,1441.15,82.143532,115.95751949999999,47.321811499999995,13.96426543,14.701952
1999-09-01,Fall,50.0,22.34,8.9,7.9,7.6,2208.4,35.933921999999995,51.820465,55.651107499999995,20.61742157,19.321117
1999-09-13,Fall,60.0,24.51,1.5,6.69,7.09,832.35,230.181816,62.5010605,57.2384625,6.219479409,26.287529
1999-09-01,Fall,70.0,22.16,13.2,7.74,7.77,2377.9,0.160127,29.964530500000002,31.7043695,18.31443112,27.707521
1999-09-13,Fall,100.0,24.13,3.6,8.4,7.52,1324.05,162.9741215,12.65,22.929109500000003,13.1696029,36.56346
1999-09-13,Fall,120.0,24.05,7.7,8.84,8.15,2027.3,51.74364883333333,9.9079425,10.52821,17.9738589,42.875336
1999-09-13,Fall,140.0,25.11,9.2,9.27,8.34,2669.8,34.15187468181818,19.9668845,13.164469,25.22962225,50.378166
1999-09-13,Fall,160.0,24.69,14.9,7.2,7.96,1914.35,34.019985437500004,18.4829195,25.477721,15.37531419,58.992
1999-09-01,Fall,180.0,26.4961110136244,17.45888878292508,7.424999930063884,8.016111056009926,1593.2694444444444,9.34796296296296,15.925605472222223,33.115435527777784,11.226707753733628,72.92814
1999-10-11,Fall,0.0,20.57,0.0,3.99,6.44,574.25,138.34,63.4562,50.01,0.437658657,0.0
1999-10-11,Fall,20.0,20.52,0.0,3.81,6.69,905.2,131.09,69.6555,49.19,0.4127364612,8.672616
1999-10-11,Fall,30.0,20.6,0.0,3.62,6.49,736.0,123.73,67.9235,49.43,0.5115394412,14.701952
1999-10-11,Fall,50.0,20.73,0.0,3.86,6.55,804.25,122.18,77.8585,51.66,1.002310386,19.321117
1999-10-11,Fall,60.0,20.81,0.0,3.57,6.52,722.25,125.63,91.974,55.88,0.4784295499,26.287529
1999-10-11,Fall,70.0,20.85,0.0,3.75,6.53,800.35,125.96,91.8461,55.17,1.715848893,27.707521
1999-10-11,Fall,100.0,21.63,0.0,4.81,6.77,664.75,95.2,116.279,60.9,5.65452045,36.56346
1999-10-11,Fall,120.0,21.55,0.1,6.59,7.78,812.75,98.55,113.517,64.52,6.918554782,42.875336
1999-10-11,Fall,140.0,22.1,0.1,6.25,7.46,1546.1,92.86,112.747,64.29,12.68661865,50.378166
1999-10-11,Fall,160.0,22.16,0.5,7.63,7.39,1613.1,75.82,65.98,55.55,22.23496785,58.992
1999-10-01,Fall,180.0,21.88052615517064,15.615263099670415,7.931328902595921,7.873684165352269,1356.7605263157895,25.096065789473688,33.19567368421053,21.09579324376731,9.972436781680221,72.92814
1999-11-09,Fall,0.0,13.46,0.0,6.63,7.26,714.25,405.55574049999996,32.750829499999995,25.9391575,0.2688293343,0.0
1999-11-09,Fall,20.0,13.55,0.0,6.43,7.2,750.15,407.0397335,33.532249500000006,27.249933,0.2120900412,8.672616
1999-11-09,Fall,30.0,14.9,0.0,6.38,6.75,457.25,427.917801,45.7328565,35.9478565,0.3990663615,14.701952
1999-11-09,Fall,50.0,14.75,0.0,6.61,6.91,507.5,432.5376585,43.510149,29.077486,0.4642806376,19.321117
1999-11-09,Fall,60.0,14.95,0.1,7.15,7.28,516.0,409.113602,49.224573500000005,30.63204,1.128609179,26.287529
1999-11-09,Fall,70.0,14.92,0.1,7.2,6.92,442.9,391.45732150000003,86.188061,32.4956095,1.605434707,27.707521
1999-11-09,Fall,100.0,14.93,0.2,9.42,7.33,695.7,399.07077000000004,57.695665500000004,31.8820305,2.828058741,36.56346
1999-11-09,Fall,120.0,14.95,0.3,9.47,7.76,879.35,293.6855925,29.839081999999998,34.0560665,4.0113962,42.875336
1999-11-09,Fall,140.0,16.5,0.4,9.45,8.03,884.85,281.93248,36.488265999999996,34.811952500000004,5.102526323,50.378166
1999-11-09,Fall,160.0,17.47,0.8,10.39,8.19,1211.35,264.54222100000004,11.252796,36.767021,13.97697073,58.992
1999-11-01,Fall,180.0,14.989473551699987,15.464736770830655,9.285789399398002,7.926315740284167,1039.1552631578948,28.953263157894735,20.76100894736842,6.923744836257311,7.277229182733359,72.92814
1999-12-08,Winter,0.0,10.67,0.1,9.11,7.15,505.14130434782624,832.2900695000001,63.882845,17.448846,0.257380925,0.0
1999-12-08,Winter,20.0,11.1,0.1,9.16,7.87,436.2,806.470032,88.547241,25.5252415,0.3143285016,8.672616
1999-12-08,Winter,30.0,11.38,0.1,9.31,7.6,771.25,651.6522215,128.5835645,41.4805815,3.937520204,14.701952
1999-12-08,Winter,50.0,11.79,0.1,10.04,7.67,655.8,707.1349185,60.465416000000005,26.6481885,2.877435541,19.321117
1999-12-08,Winter,60.0,11.43,0.3,10.85,7.73,1118.65,549.3991395,38.45689,48.634193499999995,8.899301751,26.287529
1999-12-08,Winter,70.0,11.06,0.4,11.53,7.87,1298.85,436.645874,26.1220595,22.5988895,12.72396359,27.707521
1999-12-08,Winter,100.0,10.75,1.3,11.35,7.82,1430.6,289.9295505,9.4784735,14.4720115,18.59043516,36.56346
1999-12-08,Winter,120.0,10.85,2.0,11.03,7.4,1043.5,187.112366,9.7481495,11.2336075,7.384720309,42.875336
1999-12-08,Winter,140.0,11.84,2.0,11.34,8.04,1284.9,175.3472745,6.656933,9.1607935,14.719397,50.378166
1999-12-08,Winter,160.0,11.19,2.8,11.55,8.17,1378.9,129.8581545,4.5147705,7.241452000000001,17.7884309,58.992
1999-12-01,Winter,180.0,10.663333322736953,15.140555487738718,10.215555487738715,7.929999973509047,1357.6916666666666,46.71555555555556,15.931783625730993,7.220568039215688,9.923081791766322,72.92814
2000-01-06,Winter,0.0,11.15,0.1,9.64,8.15,222.15,776.5287475,59.663273000000004,18.430963636363632,0.6158870711,0.0
2000-01-06,Winter,20.0,10.97,0.1,10.21,7.71,330.15,780.5050965,71.6308705,21.244060454545455,0.9888150528,8.672616
2000-01-06,Winter,30.0,10.88,0.2,10.36,7.79,802.05,651.9962465,90.4124985,5.8190415,2.694972778,14.701952
2000-01-06,Winter,50.0,10.99,0.6,10.59,7.6,992.65,602.6349795,56.004721,7.0853155,4.262386773,19.321117
2000-01-06,Winter,60.0,10.47,2.5,11.01,7.71,1846.1,444.04951500000004,14.5729395,14.432183518518514,16.80835123,26.287529
2000-01-06,Winter,70.0,10.64,2.5,11.31,7.83,2251.05,372.190094,11.835913999999999,12.88067322222222,24.36283797,27.707521
2000-01-06,Winter,100.0,10.2,5.3,10.63,7.56,1738.45,187.090805,13.833133,11.565669999999995,19.27866513,36.56346
2000-01-06,Winter,120.0,10.2,5.1,10.81,7.54,1836.0,209.031677,12.699042500000001,8.875069692307694,18.38180724,42.875336
2000-01-06,Winter,140.0,10.1,7.2,10.61,7.57,1976.85,27.151789,14.865639,8.483809523809525,17.56868469,50.378166
2000-01-06,Winter,160.0,9.98,7.9,10.98,6.96,2522.3,106.47777777777777,15.9817915,7.5426086956521745,19.36253515,58.992
2000-01-01,Winter,180.0,7.527499975562097,15.039999911785127,11.273749859333039,7.983749899864197,1259.59375,12.702499999999997,14.704795375000002,6.273125000000001,8.536044143692736,72.92814
2000-02-01,Winter,0.0,2.82,0.0,12.26,6.96,1103.6,786.16745,91.03875,18.446947,1.987694746,0.0
2000-02-01,Winter,20.0,3.17,0.0,12.09,7.14,1378.75,769.4512500000001,89.1592,17.0686655,1.415130639,8.672616
2000-02-01,Winter,30.0,3.39,0.0,12.07,7.3,1227.8,735.705,112.57085000000001,18.643943999999998,1.73627025,14.701952
2000-02-01,Winter,50.0,3.71,0.0,12.29,7.53,1110.45,784.62695,96.80799999999999,18.14415,1.665094757,19.321117
2000-02-01,Winter,60.0,3.41,0.1,12.31,7.58,1344.25,741.4003,93.81475,23.432556499999997,1.854381348,26.287529
2000-02-01,Winter,70.0,3.47,0.3,12.14,7.56,1315.85,643.5638,89.1049,24.249364999999997,2.586449903,27.707521
2000-02-01,Winter,100.0,3.27,1.1,12.77,7.64,1608.95,518.2089845,45.342253,18.7673,8.006776119,36.56346
2000-02-01,Winter,120.0,3.22,2.0,12.97,7.64,1451.8,396.723007,21.318873500000002,15.590145,8.700180556,42.875336
2000-02-01,Winter,140.0,3.39,3.1,13.04,8.168214248929706,1480.85,288.166962,4.723825,11.3545515,13.46544086,50.378166
2000-02-01,Winter,160.0,3.46,5.4,12.87,8.08857137680054,2354.25,54.6366765,6.714278,12.6757925,18.49830953,58.992
2000-02-01,Winter,180.0,7.4494444168938525,14.127222135331897,11.330555453830293,8.003333275053235,1365.0055555555555,104.61194444444446,13.347881277777777,5.240429799999999,7.572683751341826,72.92814
2000-03-14,Spring,0.0,15.9,0.1,7.7,7.73,352.3,675.0084535000001,96.5495835,22.0720795,0.8480441484,0.0
2000-03-14,Spring,20.0,16.32,0.1,7.59,7.78,405.55,664.700836,136.9849475,25.674011,1.437026739,8.672616
2000-03-14,Spring,30.0,14.67,0.1,9.33,8.06,800.4,638.3566895,105.9487685,21.375701499999998,5.952463577,14.701952
2000-03-14,Spring,50.0,14.97,0.7,9.81,7.98,1105.6,470.7737425,11.4956665,18.090215,9.959676152,19.321117
2000-03-14,Spring,60.0,14.23,2.4,9.95,7.75,1961.45,268.9217685,9.361029,4.678274,18.87096818,26.287529
2000-03-14,Spring,70.0,14.4,2.5,10.04,7.89,1961.5,221.74856599999998,10.896137,5.7051125,19.27635786,27.707521
2000-03-14,Spring,100.0,14.05,4.5,9.64,7.87,2154.05,111.6669995,15.530082,16.969493,20.77953615,36.56346
2000-03-14,Spring,120.0,13.79,6.0,10.37,7.84,3591.5,237.18261111111113,6.900201,25.924329,27.84837225,42.875336
2000-03-14,Spring,140.0,14.18,7.1,10.54,8.05,2594.65,263.5983333333333,8.210203499999999,14.9684465,19.8916919,50.378166
2000-03-14,Spring,160.0,13.93,8.0,10.84,7.8,2540.1,162.318,8.139922499999999,79.6539305,17.79236499,58.992
2000-03-01,Spring,180.0,10.686110962761774,13.227222191492716,10.60722213321262,8.041666653951008,1219.5861111111112,20.578000000000007,17.89033605555555,4.304027777777777,7.778104029479589,72.92814
2000-04-10,Spring,0.0,17.92,0.05,7.46,7.22,732.3,586.92,65.0,26.52,3.195625218,0.0
2000-04-10,Spring,20.0,20.21,0.07,8.24,7.49,1058.25,565.66,75.1,21.42,6.967954562,8.672616
2000-04-10,Spring,30.0,18.96,0.07,10.48,7.96,1960.9166666666667,512.37,20.84,23.12,11.78733676,14.701952
2000-04-10,Spring,50.0,18.16,0.09,11.04,8.56,2750.916666666667,182.04,11.74,18.16,28.7255038,19.321117
2000-04-10,Spring,60.0,16.79,0.73,11.2,8.42,3340.666666666667,86.56,12.98,19.97,35.2977728,26.287529
2000-04-10,Spring,70.0,16.77,1.23,11.51,8.53,3683.0666666666666,22.43,15.37,12.89,43.4349631,27.707521
2000-04-10,Spring,100.0,16.02,2.11,10.57,7.96,3878.6,47.68,16.11,15.61,41.29974141,36.56346
2000-04-10,Spring,120.0,15.32,3.43,10.16,7.73,3666.6,5.96,13.56,12.4,37.5325109,42.875336
2000-04-10,Spring,140.0,15.89,2.0,9.57,7.96,2851.4,96.82749999999999,13.92,13.07,15.30785429,50.378166
2000-04-10,Spring,160.0,15.72,0.6,10.1,7.81,2300.55,51.296167454545454,18.52,5.894146088235295,11.25927829,58.992
2000-04-01,Spring,180.0,15.664264643800026,12.25379080217648,9.703284245098338,7.950473815007927,1186.0718954248364,6.2414814814814825,12.069840084967318,5.277006383141764,5.5279487052605845,72.92814
2000-05-08,Spring,0.0,22.99,0.05,6.58,7.06,874.95,446.32,51.27,29.0,2.225838632745787,0.0
2000-05-08,Spring,20.0,22.68,0.05,6.43,7.04,554.8,489.88,58.02,28.7,14.54380447,8.672616
2000-05-08,Spring,30.0,22.76,0.05,7.54,7.25,812.45,557.84,57.1,27.98,4.527522666,14.701952
2000-05-08,Spring,50.0,24.31,0.06,10.5,8.9,2523.15,75.61,14.04,10.55,35.72779918,19.321117
2000-05-08,Spring,60.0,23.07,0.1,10.15,8.22,2249.95,168.96,10.47,9.58,32.85814838,26.287529
2000-05-08,Spring,70.0,22.77,0.29,9.72,8.09,2073.05,109.66,10.79,9.41,25.7757559,27.707521
2000-05-08,Spring,100.0,22.19,0.93,9.85,8.37,2362.1,140.74026666666668,6.8,7.11,22.42029466,36.56346
2000-05-08,Spring,120.0,21.77,2.13,9.31,8.18,2645.35,116.34790000000001,6.85,7.46,19.20403142,42.875336
2000-05-08,Spring,140.0,22.71,3.1,9.42,8.54,3115.25,47.693749999999994,8.22,7.72,17.11334648,50.378166
2000-05-08,Spring,160.0,21.73,2.5,8.9,7.9,2379.3,18.916,6.29,6.870249683760682,14.795769,58.992
2000-05-01,Spring,180.0,20.30833311716715,13.652777682410344,8.254444376627605,7.776111044353909,1230.6564814814815,1.3802777777777777,19.21640266666667,6.572601329282408,7.08626721425748,72.92814
2000-06-05,Summer,0.0,25.07,0.1,5.65,7.44,494.6,734.3,47.4,35.84,4.243296748,0.0
2000-06-05,Summer,20.0,24.29,0.1,5.2,7.59,410.8,638.82,120.2,39.81,3.638432254,8.672616
2000-06-05,Summer,30.0,24.46,0.5,7.12,7.43,1869.65,462.31,31.05,26.9,35.02223764,14.701952
2000-06-05,Summer,50.0,24.38,1.9,8.46,7.67,2907.25,152.73,8.45,8.9,46.95525181,19.321117
2000-06-05,Summer,60.0,24.22,4.0,7.7,7.77,2205.15,184.534125,6.98,9.08,26.43327632,26.287529
2000-06-05,Summer,70.0,24.26,4.8,7.96,8.06,2157.05,167.3782266,7.45,10.44,13.71609187,27.707521
2000-06-05,Summer,100.0,23.51,7.2,7.09,7.53,2688.05,75.76333333333334,5.57,13.33,1.261377569,36.56346
2000-06-05,Summer,120.0,23.16,9.1,7.25,7.5,1939.15,48.039699999999996,10.58,17.21,0.9400761673,42.875336
2000-06-05,Summer,140.0,23.41,9.7,8.33,7.99,3646.05,12.81,9.5,34.53,1.685310399,50.378166
2000-06-05,Summer,160.0,23.16,11.9,7.46,7.76,2759.15,2.911,17.31,22.06,1.369919828,58.992
2000-06-20,Summer,180.0,28.01,14.7,9.65,6.13,1317.8,4.113142857142857,15.15,23.28,12.49986135,72.92814
2000-07-05,Summer,0.0,29.33,0.06,6.68,8.39,629.9,506.32,17.58,53.36,5.397522861,0.0
2000-07-05,Summer,20.0,29.42,0.1,6.69,7.98,807.0,448.0,47.92,42.94,8.378747119,8.672616
2000-07-05,Summer,30.0,29.31,1.58,9.64,8.38,2103.35,197.01,11.81,9.33,31.32759092,14.701952
2000-07-05,Summer,50.0,29.34,3.1,9.67,8.6,2376.4,152.52602291304348,8.27,10.58,19.21654375,19.321117
2000-07-05,Summer,60.0,28.74,6.88,8.07,8.2,1497.15,109.72520049999999,8.21,20.76,8.662046288,26.287529
2000-07-05,Summer,70.0,29.04,7.93,7.78,8.05,1419.35,121.3425,8.86,32.85,8.225499067,27.707521
2000-07-05,Summer,100.0,27.94,10.39,7.58,8.06,1350.25,41.96666666666666,19.56,45.76,8.802582461,36.56346
2000-07-05,Summer,120.0,27.61,13.01,7.6,8.07,1850.65,6.812133875000001,13.97,44.58,14.80572438,42.875336
2000-07-05,Summer,140.0,28.26,14.0,7.17,8.21,1224.7,1.5190822,11.26,40.45,7.561561856,50.378166
2000-07-05,Summer,160.0,26.87,16.5,6.93,8.11,1798.45,0.68,12.45,30.76,10.51359112,58.992
2000-07-05,Summer,180.0,26.74,17.3,6.42,7.93,1790.0,1.43,16.05,42.48,14.96453022,72.92814
2000-08-14,Summer,0.0,25.01,0.0,4.23,7.29,555.67,70.23,49.15,36.87,0.598779531,0.0
2000-08-14,Summer,20.0,25.23,0.0,4.13,7.64,656.0,80.92,71.03,41.07,0.723499612,8.672616
2000-08-14,Summer,30.0,26.17,6.1,3.69,7.36,815.2,62.44,145.96,109.53,3.081728915,14.701952
2000-08-14,Summer,50.0,25.77,6.7,3.87,7.35,925.0,55.09,119.3,112.06,8.398714133,19.321117
2000-08-14,Summer,60.0,25.64,12.1,5.54,7.55,966.2,14.25,17.71,148.74,7.563832293,26.287529
